4469940318 20628 2 52000000
4469940331 24797 0 52000000
4469940344 4468 0 8000000
4469940357 0 0 0
4469940370 0 0 0
4469940383 0 0 0
4469940396 0 0 0
4469940409 0 0 0
4469940422 0 0 0
4469940435 0 0 0
4469940448 0 0 0
4469940461 0 0 0
4469940474 0 0 0
4469940487 0 0 0
4469940500 0 0 0
4469940513 0 0 0
4469940526 0 0 0
4469940539 0 0 0
4469940552 0 0 0
4469940565 1999 0 8000000
4469940578 0 0 0
4469940591 15416 0 32000000
4469940604 21815 0 40000000
4469940617 0 0 0
4469940630 0 0 0
4469940643 0 0 0
4469940656 0 0 0
4469940669 0 0 0
4469940682 0 0 0
4469940695 0 0 0
4469940708 0 0 0
4469940721 0 0 0
4469940734 0 0 0
4469940747 0 0 0
4469940760 0 0 0
4469940773 0 0 0
4469940786 0 0 0
4469940799 0 0 0
4469940812 0 0 0
4469940825 1930 0 4000000
4469940838 0 0 0
4469940851 0 0 0
4469940864 28258 0 52000000
4469940877 2385 0 4000000
4469940890 0 0 0
4469940903 0 0 0
4469940916 0 0 0
4469940929 0 0 0
4469940942 0 0 0
4469940955 0 0 0
4469940968 0 0 0
4469940981 0 0 0
4469940994 0 0 0
4469941007 0 0 0
4469941020 0 0 0
4469941033 0 0 0
4469941046 0 0 0
4469941059 0 0 0
4469941072 1923 0 4000000
4469941085 0 0 0
4469941098 0 0 0
4469941111 0 0 0
4469941124 20143 0 36000000
4469941137 5139 0 8000000
4469941150 0 0 0
4469941163 0 0 0
4469941176 0 0 0
4469941189 0 0 0
4469941202 0 0 0
4469941215 0 0 0
4469941228 0 0 0
4469941241 0 0 0
4469941254 0 0 0
4469941267 0 0 0
4469941280 0 0 0
4469941293 0 0 0
4469941306 0 0 0
4469941319 1931 0 4000000
4469941332 0 0 0
4469941345 0 0 0
4469941358 0 0 0
4469941371 0 0 0
4469941384 17540 0 32000000
4469941397 3585 0 4000000
4469941410 0 0 0
4469941423 0 0 0
4469941436 0 0 0
4469941449 0 0 0
4469941462 0 0 0
4469941475 0 0 0
4469941488 0 0 0
4469941501 0 0 0
4469941514 0 0 0
4469941527 0 0 0
4469941540 0 0 0
4469941553 0 0 0
4469941566 1680 0 4000000
4469941579 235 0 0
4469941592 0 0 0
4469941605 0 0 0
4469941618 0 0 0
4469941631 0 0 0
4469941644 17446 0 32000000
4469941657 0 0 0
4469941670 0 0 0
4469941683 0 0 0
4469941696 0 0 0
4469941709 0 0 0
4469941722 0 0 0
4469941735 0 0 0
4469941748 0 0 0
4469941761 0 0 0
4469941774 0 0 0
4469941787 0 0 0
4469941800 0 0 0
4469941813 0 0 0
4469941826 1855 0 4000000
4469941839 0 0 0
4469941852 0 0 0
4469941865 0 0 0
4469941878 0 0 0
4469941891 0 0 0
4469941904 14280 0 24000000
4469941917 0 0 0
4469941930 0 0 0
4469941943 0 0 0
4469941956 0 0 0
4469941969 0 0 0
4469941982 0 0 0
4469941995 0 0 0
4469942008 0 0 0
4469942021 0 0 0
4469942034 0 0 0
4469942047 0 0 0
4469942060 0 0 0
4469942073 1835 0 4000000
4469942086 0 0 0
4469942099 0 0 0
4469942112 0 0 0
4469942125 0 0 0
4469942138 0 0 0
4469942151 2126 0 8000000
4469942164 9752 29 20000000
4469942177 0 0 0
4469942190 0 0 0
4469942203 0 0 0
4469942216 0 0 0
4469942229 0 0 0
4469942242 0 0 0
4469942255 0 0 0
4469942268 0 0 0
4469942281 0 0 0
4469942294 0 0 0
4469942307 0 0 0
4469942320 1866 36 0
4469942333 0 0 0
4469942346 0 0 0
4469942359 0 0 0
4469942372 0 0 0
4469942385 0 0 0
4469942398 0 0 0
4469942411 0 0 0
4469942424 3455 348 12000000
4469942437 2594 330 12000000
4469942450 2558 404 12000000
4469942463 2194 386 4000000
4469942476 155 41 0
4469942489 0 0 0
4469942502 0 0 0
4469942515 0 0 0
4469942528 0 0 0
4469942541 0 0 0
4469942554 0 0 0
4469942567 0 0 0
4469942580 1856 28 8000000
4469942593 0 0 0
4469942606 0 0 0
4469942619 0 0 0
4469942632 0 0 0
4469942645 0 0 0
4469942658 0 0 0
4469942671 0 0 0
4469942684 0 0 0
4469942697 0 0 0
4469942710 0 0 0
4469942724 1119 282 20000000
4469942737 1041 369 12000000
4469942750 1603 449 8000000
4469942763 1299 375 8000000
4469942776 1139 399 12000000
4469942789 1279 372 16000000
4469942802 1224 380 8000000
4469942815 1475 427 4000000
4469942828 2754 364 16000000
4469942841 42 24 0
4469942854 0 0 0
4469942867 0 0 0
4469942880 0 0 0
4469942893 0 0 0
4469942906 0 0 0
4469942919 0 0 0
4469942932 0 0 0
4469942945 0 0 0
4469942958 0 0 0
4469942971 0 0 0
4469942984 0 0 0
4469942997 0 0 0
4469943010 0 0 0
4469943023 0 0 0
4469943036 0 0 0
4469943049 0 0 0
4469943062 0 0 0
4469943075 0 0 0
4469943088 2401 257 8000000
4469943101 1154 490 4000000
4469943114 557 244 4000000
4469943127 687 290 12000000
4469943141 1186 481 12000000
4469943154 915 360 4000000
4469943167 1025 390 16000000
4469943180 497 185 8000000
4469943193 1124 442 12000000
4469943206 861 308 0
4469943219 882 345 16000000
4469943232 1118 465 8000000
4469943245 971 382 4000000
4469943258 867 293 4000000
4469943271 362 170 0
4469943284 0 0 0
4469943297 0 0 0
4469943310 0 0 0
4469943323 0 0 0
4469943336 1764 52 0
4469943349 0 0 0
4469943362 0 0 0
4469943375 0 0 0
4469943388 0 0 0
4469943401 0 0 0
4469943414 0 0 0
4469943427 0 0 0
4469943440 0 0 0
4469943453 0 0 0
4469943466 0 0 0
4469943479 0 0 0
4469943492 0 0 0
4469943505 0 0 0
4469943518 412 183 8000000
4469943531 573 269 12000000
4469943544 1206 476 8000000
4469943557 847 357 12000000
4469943570 1118 448 24000000
4469943583 1105 360 4000000
4469943596 2105 351 8000000
4469943609 1081 477 12000000
4469943622 902 448 12000000
4469943635 1065 446 8000000
4469943648 872 421 8000000
4469943661 1035 526 24000000
4469943674 1040 403 20000000
4469943687 1055 469 12000000
4469943700 777 427 12000000
4469943713 715 386 12000000
4469943726 0 0 0
4469943739 0 0 0
4469943752 0 0 0
4469943765 0 0 0
4469943778 0 0 0
4469943791 0 0 0
4469943804 0 0 0
4469943817 0 0 0
4469943830 0 0 0
4469943843 1746 93 12000000
4469943856 0 0 0
4469943869 0 0 0
4469943882 0 0 0
4469943895 0 0 0
4469943908 0 0 0
4469943921 0 0 0
4469943934 0 0 0
4469943947 0 0 0
4469943960 45 14 0
4469943973 973 498 24000000
4469943986 448 231 4000000
4469943999 644 345 8000000
4469944012 683 391 20000000
4469944025 924 480 12000000
4469944038 861 485 12000000
4469944051 899 444 4000000
4469944064 605 359 4000000
4469944077 959 532 4000000
4469944090 971 483 8000000
4469944103 2314 459 4000000
4469944116 706 461 8000000
4469944129 653 379 12000000
4469944142 817 458 0
4469944155 647 404 8000000
4469944168 841 498 8000000
4469944181 744 437 8000000
4469944194 507 296 12000000
4469944207 0 0 0
4469944220 0 0 0
4469944233 0 0 0
4469944246 0 0 0
4469944259 0 0 0
4469944272 0 0 0
4469944285 0 0 0
4469944298 0 0 0
4469944311 0 0 0
4469944324 0 0 0
4469944337 0 0 0
4469944350 339 21 0
4469944363 1394 83 8000000
4469944376 0 0 0
4469944389 0 0 0
4469944402 0 0 0
4469944415 0 0 0
4469944428 0 0 0
4469944441 9 9 0
4469944454 797 511 8000000
4469944467 833 513 24000000
4469944480 262 157 0
4469944493 191 114 0
4469944506 754 450 12000000
4469944519 578 359 8000000
4469944532 671 427 4000000
4469944545 636 427 12000000
4469944558 642 387 8000000
4469944571 700 426 4000000
4469944584 524 340 0
4469944597 734 489 4000000
4469944610 1470 503 12000000
4469944623 1531 380 4000000
4469944636 692 412 12000000
4469944649 419 321 8000000
4469944662 736 529 4000000
4469944675 728 470 8000000
4469944688 635 426 12000000
4469944701 639 419 4000000
4469944714 551 396 4000000
4469944727 0 0 0
4469944740 0 0 0
4469944753 0 0 0
4469944766 0 0 0
4469944779 0 0 0
4469944792 0 0 0
4469944805 0 0 0
4469944818 0 0 0
4469944831 0 0 0
4469944844 0 0 0
